ex_time
169
49
56
41
37
21
35
35
23
28
22
20
33
18
20
19
26
18
24
21
22
26
16
16
486
18
19
18
19
15
16
33
29
18
28
21
25
17
15
47
23
30
21
14
16
17
260
18
25
23
18
42
250
121
15
15
13
34
23
16
15
14
33
13
17
17
15
16
15
14
18
16
27
14
18
14
12
16
14
157
13
12
15
21
15
21
19
19
244
13
20
13
15
13
17
14
20
14
13
60
27
16
14
13
22
58
22
18
17
15
20
13
20
13
20
18
13
15
14
15
13
13
15
19
14
52
15
15
12
14
17
13
20
24
12
15
14
15
40
14
13
13
45
19
17
16
14
15
18
16
14
15
14
19
13
17
13
13
12
14
14
14
22
13
15
21
13
15
17
15
197
21
19
16
15
14
14
18
15
28
18
15
17
14
14
25
13
17
16
19
17
27
14
19
12
13
13
13
12
14
14
13
13
12
14
13
12
20
14
14
15
20
14
12
15
14
23
15
15
19
11
12
16
13
12
12
12
130
14
13
15
14
13
14
16
18
16
14
13
13
14
13
15
14
19
18
15
14
12
14
14
14
14
12
14
12
12
12
16
18
46
13
11
12
12
28
19
14
21
23
13
12
14
13
13
20
12
18
13
13
12
12
13
13
13
20
12
22
15
14
17
17
13
13
13
12
14
18
13
19
21
24
14
14
13
14
13
13
13
16
13
12
12
14
13
12
13
15
19
12
18
12
12
13
13
29
24
19
13
16
12
13
12
15
46
12
19
19
14
23
13
12
728
14
14
34
12
14
13
12
12
28
13
19
13
16
13
11
13
12
12
13
14
12
18
12
15
55
16
11
18
22
13
19
12
12
18
12
12
14
13
12
20
12
17
19
12
13
13
14
16
12
12
11
13
16
18
12
13
69
13
18
13
14
12
21
15
13
12
19
14
11
14
17
23
17
16
12
12
11
15
13
13
20
13
12
651
12
13
17
15
14
12
13
12
13
14
14
19
16
18
14
13
13
17
15
14
16
10
17
32
14
13
12
13
14
12
20
20
15
12
13
14
14
13
15
28
13
11
855
11
12
12
14
13
13
11
12
13
15
11
12
12
14
12
19
15
12
12
211
12
12
10
14
13
15
19
20
24
15
22
17
19
13
17
11
12
200
12
12
15
12
13
13
13
17
13
13
13
13
13
13
12
12
14
11
13
11
22
28
12
14
12
17
11
12
12
12
14
13
11
12
218
13
12
20
14
12
15
12
13
23
16
13
12
17
14
17
13
13
12
217
12
12
12
14
12
13
14
12
13
12
14
14
13
13
15
12
14
12
13
13
14
11
13
12
26
13
12
16
12
16
12
14
14
12
12
16
18
397
26
35
30
13
24
13
12
16
14
25
18
13
11
13
13
13
13
12
17
15
13
12
13
12
14
23
15
13
15
13
15
13
19
19
17
15
14
16
13
13
14
24
18
22
12
12
13
616
15
21
28
16
12
12
12
20
12
18
18
13
12
12
14
13
11
12
12
14
32
19
12
12
14
21
14
13
12
12
12
14
11
12
18
13
17
15
11
12
13
12
16
13
12
12
12
12
16
13
28
41
21
13
11
12
12
14
11
23
14
15
20
14
13
12
17
12
19
13
53
971
26
17
13
17
11
255
18
24
14
12
15
16
22
20
13
12
23
29
16
24
40
61
27
18
20
18
68
16
20
16
13
12
14
16
26
22
20
35
18
13
14
12
12
16
12
17
14
14
13
11
12
12
64
14
13
13
275
26
12
14
16
16
13
17
15
17
13
14
11
12
12
12
12
400
15
12
24
14
12
25
13
13
19
16
15
13
13
13
18
12
23
13
18
11
11
22
13
18
123
14
15
13
12
12
13
18
53
53
14
14
14
12
21
334
38
13
174
19
18
13
12
15
22
14
12
97
24
12
14
11
12
14
12
12
11
13
11
12
11
12
12
12
14
13
11
340
13
12
16
12
22
11
69
16
14
15
13
14
18
12
13
14
12
11
14
14
13
11
13
16
17
11
15
14
12
12
42
23
12
15
18
16
12
20
36
34
13
15
14
16
23
14
13
13
15
12
24
13
12
11
12
21
12
11
11
254
21
12
18
14
13
12
13
13
12
13
12
12
17
16
12
22
15
11
15
12
14
13
12
20
12
12
13
12
13
16
17
16
13
11
14
12
13
17
12
19
13
11
17
14
11
13
14
14
12
12
12
12
13
19
11
12
23
11
11
12
12
17
13
14
25
12
13
14
17
11
31
12
13
12
14
11
26
20
16
16
13
23
15
45
18
16
19
18
19
14
14
19
17
14
19
17
23
29
19
29
17
18
39
69
100
19
13
21
12
13
276
11
14
17
11
13
12
12
14
13
11
16
13
13
12
12
12
15
13
13
12
13
12
12
13
12
11
12
24
13
13
20
13
12
14
13
19
13
11
12
12
19
103
15
12
15
15
12
11
12
11
16
15
13
16
12
15
12
12
12
14
15
18
15
14
12
13
12
12
15
12
14
12
12
12
21
11
13
12
13
12
11
13
31
94
12
12
12
15
13
13
19
12
78
12
13
12
11
11
12
12
13
17
12
12
13
12
13
18
10
12
12
15
12
12
14
13
13
15
11
11
12
15
12
12
11
19
11
12
20
12
16
12
12
21
15
22
13
13
12
12
13
12
14
13
13
14
13
12
12
14
14
13
12
14
16
12
24
11
12
11
18
20
13
13
12
13
18
10491
14
13
11
20
12
11
11
13
11
58
13
12
24
13
378
41
30
46
53
155
12
12
13
12
22
13
12
16
12
21
12
12
13
13
13
15
13
11
15
16
17
36
11
11
13
13
13
13
22
14
14
12
13
14
16
13
14
13
24
15
17
15
18
17
15
9507
36
17
13
12
12
12
32
13
12
12
11
14
12
12
17
13
16
20
18
12
12
12
27
12
12
12
17
15
12
12
14
15
12
11
11
22
22
11
11
11
14
87
12
12
15
12
14
15
13
13
13
11
12
12
12
13
11
13
21
12
14
18
74
12
12
12
15
14
13
12
12
12
38
12
14
12
13
12
13
16
41
13
56
22
14
16
18
16
659
16
11
12
14
12
194
11
12
11
21
24
18
12
15
19
12
12
13
13
13
11
12
11
17
12
12
11
11
13
13
12
14
13
12
11
15
14
12
12
18
13
12
12
15
14
12
12
17
11
19
13
14
15
12
12
12
14
18
15
20
17
14
16
15
16
14
13
13
12
13
90
12
50
12
13
12
23
17
11
16
13
14
13
19
13
15
12
12
12
12
12
13
12
14
11
12
11
93
12
11
12
13
12
11
12
13
12
13
12
17
19
18
11
12
13
10
13
15
12
16
13
13
15
12
13
13
12
12
13
17
26
12
12
12
11
13
25
11
11
17
13
12
12
12
13
13
12
12
11
12
12
11
12
13
14
13
12
12
12
12
12
17
11
11
13
11
12
12
12
12
15
12
15
11
13
14
18
12
12
12
13
14
13
22
13
13
14
13
13
15
14
13
13
321
14
12
218
12
17
11
16
12
13
19
13
18
13
12
12
11
13
11
12
85
10
15
12
13
17
13
11
13
24
64
15
20
20
22
14
12
13
12
11
22
12
13
212
12
12
11
11
19
11
11
13
12
12
11
13
12
12
12
29
21
12
11
11
13
13
12
23
21
11
11
13
14
11
11
12
215
11
12
11
19
14
12
13
12
12
12
11
12
12
12
12
11
13
11
18
13
13
12
12
12
14
11
14
43
12
16
11
12
12
14
12
12
12
12
12
11
12
12
15
12
11
13
38
13
12
12
12
17
13
13
14
11
12
13
11
15
13
12
14
15
12
11
11
14
13
15
11
13
15
17
13
15
12
11
11
13
20
11
21
12
11
14
19
11
12
19
11
22
14
20
11
11
13
12
11
12
31
17
16
12
11
13
13
13
12
279
30
13
17
14
14
15
12
13
12
30
12
12
12
12
17
170
17
11
15
12
857
19
21
17
14
18
11
13
11
13
16
15
26
24
20
14
12
26
15
12
12
22
17
13
24
12
66
16
15
19
21
19
14
19
14
12
12
13
17
11
11
15
18
12
12
14
17
11
12
13
12
13
35
16
12
12
13
11
12
13
15
15
12
26
12
11
17
13
12
13
12
11
12
13
13
13
67
18
27
12
11
12
12
12
17
42
18
12
11
20
12
12
11
14
12
241
12
12
18
11
11
13
16
14
12
11
30
11
12
12
15
12
12
11
12
13
14
19
18
12
16
16
13
14
12
11
12
11
16
12
11
15
12
16
13
15
13
11
12
15
12
17
11
18
12
12
13
18
17
13
16
12
12
11
14
11
12
52
12
15
15
28
16
12
22
41
12
17
12
14
16
23
12
13
14
14
19
26
20
25
17
18
14
19
24
33
23
18
18
23
20
19
26
12
19
35
31
12
14
15
13
27
19
327
17
17
15
17
17
12
15
14
10
73
19
38
23
20
16
16
18
21
20
17
19
55893
34
31
37
62
21
16
31
21
19
22
20
239
22
19
19
16
18
17
26
33
18
20
18
36
17
19
25
18
20
20
23
18
14
17
16
18
33
19
180
18
33
36
16
16
18
16
15
17
24
28
20
20
32
17
27
21
42
26
16
15
16
22
15
43
15
16
17
35
32
3800
163
23
13
48
50
20
14
17
20
17
15
15
19
19
17
20
30
30
14
14
16
22
16
15
21
16
416
21
16
17
14
19
17
25
19
19
15
17
320
18
15
114
27
15
23
18
17
17
15
14
13
13
14
13
12
17
19
21
15
17
16
17
14
20
13
17
14
18
33
18
16
15
18
17
18
12
14
14
14
14
15
13
23
20
16
13
14
22
15
16
16
968
13
16
14
21
17
13
20
13
19
16
12
15
14
15
15
15
19
23
16
16
14
13
14
13
16
16
14
13
16
13
12
14
13
14
16
15
15
13
13
20
30
20
13
18
18
13
13
20
14
11
13
17
15
14
18
968
25
21
775
14
40
12
19
14
14
14
52315
12
18
14
18
20
21
14
13
221
12
14
13
17
16
16
14
16
16
18
21
13
18
17
13
13
12
15
16
13
53
15
13
17
17
15
13
17
12
14
16
12
15
14
16
13
15
16
15
26
12
23
14
11
25
17
17
17
16
15
20
18
15
20
16
16
21
15
13
14
22
22
33
17
20
15
22
14
26
24
13
21
15
52315
22
16
15
17
17
25
13
25
13
15
13
12
11
12
12
13
13
13
12
15
75
14
13
12
18
17
18
15
13
20
12
12
19
13
51
23
15
13
17
12
15
12
12
12
13
12
13
14
15
14
18
18
16
12
11
12
15
12
42
15
12
20
32
12
26
13
12
20
12
12
11
12
12
17
12
18
29
14
15
19
12
12
23
13
12
14
15
13
15
13
12
12
12
15
20
17
13
107
23
17
24
28
19
14
41
13
14
12
18
16
18
14
15
13
24
17
14
13
14
18
21
16
19
14
17
13
14
13
14
12
15
14
12
14
14
13
12
13
14
13
30
12
13
15
13
15
15
14
16
20
13
13
14
12
19
21
29
34
78
20
13
14
14
728
14
13
13
11
12
12
14
12
15
12
11
15
12
16
35
24
35
54
69
13
13
22
14
14
17
12
23
11
46
13
21
13
17
13
13
13
14
13
12
16
13
12
18
12
12
13
14
12
13
18
12
12
14
15
13
56
13
12
14
12
14
15
13
13
14
14
12
13
14
14
12
12
25
13
16
21
13
15
12
12
13
12
13
12
13
17
12
11
12
12
14
12
14
18
19
13
24
13
14
13
13
12
12
13
11
13
13
13
13
12
24
13
15
13
12
11
13
23
15
18
12
14
15
27
13
17
14
325
14
12
14
14
15
13
18
21
22
13
23
12
15
11
12
12
19
18
15
12
14
14
13
17
21
26
12
12
15
12
12
19
25
13
12
39
13
13
18
24
20
13
17
18
15
13
14
16
13
13
18
19
18
13
13
19
15
13
11
13
15
13
16
14
16
21
19
16
21
12
18
12
14
15
20
15
17
16
13
12
14
67
15
12
13
12
14
12
14
14
19
13
14
14
17
14
13
20
18
14
13
14
15
11
12
17
14
36
18
20
11
728
13
18
26
31
77
22
25
15
13
16
24
14
14
14
13
13
24
16
15
12
13
12
13
14
12
15
25
23
40
32
12
13
13
16
21
13
13
13
14
13
13
19
13
23
20
14
14
31
14
21
20
19
13
24
14
15
11
18
20
12
14
24
13
14
14
92
41
14
13
12
13
14
13
60
16
14
56
16
13
902
17
17
20
84
18
306
20
17
15
15
238
14
17
12
17
15
18
47
15
15
14
17
13
19
11
13
11
18
16
16
13
13
15
13
15
13
16
13
14
20
21
25
25
26
23
12
17
13
15
76
19
19
16
23
29
12
13
12
13
13
12
13
14
15
12
12
18
13
21
12
13
12
12
15
17
11
274
20
14
13
16
13
12
18
20
13
13
16
13
14
14
17
43
13
13
12
12
13
13
12
13
12
13
13
12
18
13
16
11
13
14
13
16
12
13
14
18
14
12
13
13
21
14
14
14
14
12
13
13
20
12
12
13
17
12
14
43
56
21
25
23
17
18
22
131
19
56
17
13
23
31
22
14
15
16
20
15
18
17
15
16
17
17
32
13
14
22
20
17
20
13
12
18
15
17
17
33
33
14
17
41
14
16
14
28
19
15
14
14
14
13
19
16
17
15
18
220
14
25
15
15
15
14
16
16
18
14
14
23
15
14
378
16
15
16
15
18
18
15
16
17
17
24
16
29
15
18
12
16
17
18
16
863
16
44
21
25
21
25
27
30
14
24
13
24
19
14
16
12
23
19
15
17
23
17
26
38
96
18
17
16
15
15
15
13
15
14
17
10
15
13
14
17
15
16
18
16
15
18
13
13
15
17
16
14
12
15
14
13
13
23
15
18
13
13
17
16
15
15
10
21
14
15
12
15
14
19
16
15
28
16
20
17
15
16
20
13
13
15
110
21
12
13
15
17
13
25
48
20
18
20
16
21
12
47
13
12
13
17
21
12
15
16
12
14
12
11
12
15
15
21
12
73
13
12
13
13
12
17
12
12
13
29
13
13
12
15
13
13
15
14
16
70
13
15
16
15
13
13
20
36
13
13
16
15
18
13
15
16
12
14
13
19
20
15
13
12
13
13
16
15
13
12
13
17
14
17
13
12
21
15
16
24
12
12
13
11
12
12
11
13
12
15
