@relation x_features.txt_x_features_simvec.txt-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Standardize_yval_time.txt

@attribute triple numeric
@attribute bgp numeric
@attribute join numeric
@attribute leftjoin numeric
@attribute union numeric
@attribute filter numeric
@attribute project numeric
@attribute distinct numeric
@attribute treesize numeric
@attribute pcs0 numeric
@attribute pcs1 numeric
@attribute pcs2 numeric
@attribute pcs3 numeric
@attribute pcs4 numeric
@attribute pcs5 numeric
@attribute pcs6 numeric
@attribute pcs7 numeric
@attribute pcs8 numeric
@attribute pcs9 numeric
@attribute pcs10 numeric
@attribute pcs11 numeric
@attribute pcs12 numeric
@attribute pcs13 numeric
@attribute pcs14 numeric
@attribute ex_time numeric

@data
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,-0.225145,0.726461,-0.227203,-0.288067,-0.248398,-0.225145,-0.283184,-0.245578,-0.230681,-0.230681,-0.31154,-0.248398,-0.022009,-0.230681,-0.248398,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,-0.225145,0.726461,-0.227203,-0.288067,-0.248398,-0.225145,-0.283184,-0.245578,-0.230681,-0.230681,-0.31154,-0.248398,-0.022009,-0.230681,-0.248398,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,-0.225145,0.726461,-0.227203,-0.288067,-0.248398,-0.225145,-0.283184,-0.245578,-0.230681,-0.230681,-0.31154,-0.248398,-0.022009,-0.230681,-0.248398,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,-0.225145,0.726461,-0.227203,-0.288067,-0.248398,-0.225145,-0.283184,-0.245578,-0.230681,-0.230681,-0.31154,-0.248398,-0.022009,-0.230681,-0.248398,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,-0.225145,0.726461,-0.227203,-0.288067,-0.248398,-0.225145,-0.283184,-0.245578,-0.230681,-0.230681,-0.31154,-0.248398,-0.022009,-0.230681,-0.248398,1
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.025877,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.352001,-0.367119,-0.182791,0.024415,-0.194047,0.352001,-0.134518,-0.086155,0.148174,0.148174,4.166617,-0.194047,-0.208178,0.148174,-0.194047,21
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,0.153607,-0.367119,-0.182791,0.024415,-0.194047,0.153607,-0.025877,-0.086155,0.346622,0.346622,4.166617,-0.194047,-0.208178,0.346622,-0.194047,19.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.540771,-0.913909,4.436034,-0.340147,-0.238887,-0.540771,-0.252212,-0.245578,-0.546394,-0.546394,-0.68472,-0.238887,-0.859768,-0.546394,-0.238887,8934.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.581616,-0.913909,4.436034,-0.340147,-0.238887,-0.581616,-0.252212,-0.245578,-0.587251,-0.587251,-0.631409,-0.238887,-0.859768,-0.587251,-0.238887,8815.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.288067,-0.238887,-0.494479,-0.283184,-0.171998,-0.546394,-0.546394,-0.68472,-0.238887,-0.816329,-0.546394,-0.238887,8903.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.913909,4.436034,-0.340147,-0.238887,-0.494479,-0.217596,-0.245578,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8811.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.540771,-0.913909,4.436034,-0.340147,-0.238887,-0.540771,-0.252212,-0.245578,-0.546394,-0.546394,-0.68472,-0.238887,-0.859768,-0.546394,-0.238887,8846.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.581616,-0.913909,4.436034,-0.340147,-0.238887,-0.581616,-0.252212,-0.171998,-0.587251,-0.587251,-0.631409,-0.238887,-0.859768,-0.587251,-0.238887,8868.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8882.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.581616,-0.913909,4.436034,-0.340147,-0.238887,-0.581616,-0.252212,-0.171998,-0.587251,-0.587251,-0.631409,-0.238887,-0.859768,-0.587251,-0.238887,8807.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8894.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8878.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.540771,-0.913909,4.436034,-0.340147,-0.238887,-0.540771,-0.252212,-0.245578,-0.546394,-0.546394,-0.68472,-0.238887,-0.859768,-0.546394,-0.238887,8969.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.540771,-0.913909,4.436034,-0.340147,-0.238887,-0.540771,-0.252212,-0.245578,-0.546394,-0.546394,-0.68472,-0.238887,-0.859768,-0.546394,-0.238887,8865.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.540771,-0.913909,4.436034,-0.340147,-0.238887,-0.540771,-0.252212,-0.245578,-0.546394,-0.546394,-0.68472,-0.238887,-0.859768,-0.546394,-0.238887,8875.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8862
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.288067,-0.238887,-0.494479,-0.283184,-0.171998,-0.546394,-0.546394,-0.68472,-0.238887,-0.816329,-0.546394,-0.238887,8921.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.288067,-0.238887,-0.494479,-0.283184,-0.171998,-0.546394,-0.546394,-0.68472,-0.238887,-0.816329,-0.546394,-0.238887,8968.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8878.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.581616,-0.913909,4.436034,-0.340147,-0.238887,-0.581616,-0.252212,-0.245578,-0.587251,-0.587251,-0.631409,-0.238887,-0.859768,-0.587251,-0.238887,8955.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.913909,4.436034,-0.340147,-0.238887,-0.494479,-0.217596,-0.245578,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8809
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.494479,-0.877456,4.436034,-0.340147,-0.238887,-0.494479,-0.283184,-0.171998,-0.500089,-0.500089,-0.68472,-0.238887,-0.859768,-0.500089,-0.238887,8770.4
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.225145,-0.787726,-0.132035,4.399168,-0.180762,-0.225145,-0.217596,0.015296,-0.230681,-0.230681,-0.31154,-0.180762,-0.642572,-0.230681,-0.180762,50.6
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.225145,-0.787726,-0.132035,4.399168,-0.180762,-0.225145,-0.217596,0.015296,-0.230681,-0.230681,-0.31154,-0.180762,-0.642572,-0.230681,-0.180762,69.8
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,82.8
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,64.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,37
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,85
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,83.8
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,79
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,61
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,32
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,83.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,63.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,34.6
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,84
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,43
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,79.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,61
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,32.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.132035,4.399168,-0.180762,-0.124144,-0.217596,0.137037,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,79.6
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.124144,-0.787726,-0.182791,4.399168,-0.180762,-0.124144,-0.217596,0.015296,-0.129653,-0.129653,-0.31154,-0.180762,-0.642572,-0.129653,-0.180762,80.8
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,180
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,167.2
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,166.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,166.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,170
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,167.8
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,166.6
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165.2
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165.4
-0.594825,-0.698785,-0.306065,-0.457447,-0.787928,0.717673,0.408086,1.154242,-0.089407,-0.124144,0.289029,-0.227203,-0.157866,-0.228762,-0.124144,-0.178653,-0.171998,-0.006174,-0.006174,0.168262,-0.228762,1.095003,-0.006174,-0.228762,165
