pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.2,0.25,0.10526315789473684,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.2,0.2,1.0
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.13333333333333333,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.3333333333333333,0.18181818181818182,0.15384615384615385,0.2857142857142857,0.16666666666666666,0.2,0.2222222222222222,1.0,1.0,0.2
0.13333333333333333,0.2,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.14285714285714285,0.14285714285714285,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.14285714285714285,0.14285714285714285,0.11764705882352941
0.13333333333333333,0.2,0.10526315789473684,0.13333333333333333,0.15384615384615385,0.14285714285714285,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.11764705882352941,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.14285714285714285,0.14285714285714285,0.1111111111111111,0.125,0.15384615384615385,0.13333333333333333,0.125,0.14285714285714285,0.14285714285714285,0.125
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.14285714285714285,0.14285714285714285,0.1111111111111111,0.125,0.15384615384615385,0.13333333333333333,0.125,0.14285714285714285,0.14285714285714285,0.125
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.10526315789473684,0.13333333333333333,0.15384615384615385,0.14285714285714285,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.10526315789473684,0.13333333333333333,0.15384615384615385,0.14285714285714285,0.125,0.13333333333333333,0.13333333333333333,0.125
